STT,Mã ICD-10,Tên bệnh (Tiếng Việt),Chương,Khối mã,Không làm bệnh chính,Chỉ Nữ,Chỉ Nam
6973,M43.52,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng cổ dạng c ộ t and connective tissue cột sống sublux",XIII,M00-M99,0,0,0
6974,M43.53,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng cổ - ngực dạng c ộ t and connective tissue cột sống",XIII,M00-M99,0,0,0
6975,M43.54,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng (lồng) ngực dạng c ộ t and connective tissue cột số",XIII,M00-M99,0,0,0
6976,M43.55,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng ngực - thắt dạng c ộ t and connective tissue cột số",XIII,M00-M99,0,0,0
6977,M43.56,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng thắt lưng dạng c ộ t and connective tissue cột sống",XIII,M00-M99,0,0,0
6978,M43.57,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng thắt lưng - cùng dạng c ộ t and connective tissue c",XIII,M00-M99,0,0,0
6979,M43.58,"Other recurrent Trượt đốt sống tái phát biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của vertebral khác, vùng cùng và/hoặc dạng c ộ t and connective tissue cột s",XIII,M00-M99,0,0,0
6980,M43.59,"Other recurrent Trượt đốt sống tái phát musculoskeletal system khớp và mô liên kết dorsopathies biến dorsopathies dạng khác của vertebral khác, vị trí không xác định and connective tissue dạng c ộ t c",XIII,M00-M99,0,0,0
6981,M43.6,Torticollis Excl.: torticollis: Vẹo cổ - Loại trừ: M43.6 biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của congenital + vẹo cổ: dạng c ộ t and connective tissue c,XIII,M00-M99,0,0,0
6982,M43.60,"Torticollis, multiple Vẹo cổ, nhiều vị trí của cột biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của sites in spine sống dạng c ộ t and connective tissue cột sống",XIII,M00-M99,0,0,0
6983,M43.61,"Torticollis, occipito- Vẹo cổ, vùng trục - đội - biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của atlanto-axial region chẩm dạng c ộ t and connective tissue cột ",XIII,M00-M99,0,0,0
6984,M43.62,"Torticollis, cervical Vẹo cổ, vùng cổ biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của region dạng c ộ t and connective tissue cột sống s ố ng Bệnh lý",XIII,M00-M99,0,0,0
6985,M43.63,"Torticollis, Vẹo cổ, vùng cổ - ngực biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của cervicothoracic dạng c ộ t and connective tissue cột sống region s ố ng Bệnh",XIII,M00-M99,0,0,0
6986,M43.69,"Torticollis, site Vẹo cổ, vị trí không xác biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của unspecified định dạng c ộ t and connective tissue cột sống s ố ng Bện",XIII,M00-M99,0,0,0
6987,M43.8,Other specified Excl.: kyphosis and Bệnh lý biến dạng cột sống - Loại trừ: M43.8 biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming lordosis (M40.-) (mắc,XIII,M00-M99,0,0,0
6988,M43.80,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6989,M43.81,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6990,M43.82,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6991,M43.83,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6992,M43.84,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6993,M43.85,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6994,M43.86,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6995,M43.87,"Other specified Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6996,M43.88,"Other specified Bệnh lý biến dạng cột sống musculoskeletal system khớp và mô liên kết dorsopathies biến dorsopathies dạng khác của deforming (mắc phải) xác định khác, and connective tissue dạng c ộ t ",XIII,M00-M99,0,0,0
6997,M43.89,"Other specified Bệnh lý biến dạng cột sống musculoskeletal system khớp và mô liên kết dorsopathies biến dorsopathies dạng khác của deforming (mắc phải) xác định khác, dạng c ộ t and connective tissue ",XIII,M00-M99,0,0,0
6998,M43.9,"Deforming Curvature of spine NOS Bệnh lý biến dạng cột sống Cột sống cong M43.9 musculoskeletal system khớp và mô liên kết dorsopathies biến dorsopathies dạng khác của dorsopathy, (mắc phải), không xá",XIII,M00-M99,0,0,0
6999,M43.90,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7000,M43.91,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7001,M43.92,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7002,M43.93,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7003,M43.94,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7004,M43.95,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7005,M43.96,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7006,M43.97,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7007,M43.98,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7008,M43.99,"Deforming Bệnh lý biến dạng cột sống biến musculoskeletal system khớp và mô liên kết dorsopathies dorsopathies dạng khác của dorsopathy, (mắc phải), không xác định, dạng c ộ t and connective tissue cộ",XIII,M00-M99,0,0,0
7009,M45,Ankylosing [See site code before Viêm đốt sống dính khớp [Tham khảo mã vị M45 musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis M40] trí ở khối M40.- - and con,XIII,M00-M99,0,0,0
7010,M45.0,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, nhiều vị trí của cột sống and connective tissue multiple sites in spine",XIII,M00-M99,0,0,0
7011,M45.1,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng trục - đội - chẩm and connective tissue occipito-atlanto- axial reg",XIII,M00-M99,0,0,0
7012,M45.2,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng cổ and connective tissue cervical region",XIII,M00-M99,0,0,0
7013,M45.3,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng cổ - ngực and connective tissue cervicothoracic region",XIII,M00-M99,0,0,0
7014,M45.4,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng (lồng) ngực and connective tissue thoracic region",XIII,M00-M99,0,0,0
7015,M45.5,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng ngực - thắt lưng and connective tissue thoracolumbar region",XIII,M00-M99,0,0,0
7016,M45.6,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, lumbar vùng thắt lưng and connective tissue region",XIII,M00-M99,0,0,0
7017,M45.7,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, vùng thắt lưng - cùng and connective tissue lumbosacral region",XIII,M00-M99,0,0,0
7018,M45.8,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, sacral vùng cùng và/hoặc cùng - and connective tissue and sacrococcygeal",XIII,M00-M99,0,0,0
7019,M45.9,"Ankylosing Viêm đốt sống dính khớp, musculoskeletal system khớp và mô liên kết hies đốt sống spondylitis dính khớp spondylitis, site vị trí không xác định and connective tissue unspecified",XIII,M00-M99,0,0,0
7020,M46,Other [See site code before Bệnh lý viêm đốt sống khác [Tham khảo mã vị M46 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory M40] trí ở khối M40.- - and,XIII,M00-M99,0,0,0
7021,M46.0,Spinal Disorder of Bệnh lý điểm bám gân - Bệnh lý dây chằng M46.0 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy ligamentous or dây chằng cột sống hoặ,XIII,M00-M99,0,0,0
7022,M46.00,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, nhiều and connective tissue spondylopathies multiple",XIII,M00-M99,0,0,0
7023,M46.01,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies occipito-",XIII,M00-M99,0,0,0
7024,M46.02,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies cervical ",XIII,M00-M99,0,0,0
7025,M46.03,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies cervicoth",XIII,M00-M99,0,0,0
7026,M46.04,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies thoracic ",XIII,M00-M99,0,0,0
7027,M46.05,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies thoracolu",XIII,M00-M99,0,0,0
7028,M46.06,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies lumbar re",XIII,M00-M99,0,0,0
7029,M46.07,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies lumbosacr",XIII,M00-M99,0,0,0
7030,M46.08,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, dây chằng cột sống, vùng and connective tissue spondylopathies sacral an",XIII,M00-M99,0,0,0
7031,M46.09,"Spinal Bệnh lý điểm bám gân - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác enthesopathy, site dây chằng cột sống, vị trí and connective tissue spondylopathies un",XIII,M00-M99,0,0,0
7032,M46.1,"Sacroiliitis, not Viêm khớp xương cùng - musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác elsewhere classified xương hông, không phân and connective tissue spondylop",XIII,M00-M99,0,0,0
7033,M46.2,Osteomyelitis of Viêm xương tủy đốt sống M46.2 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra and connective tissue spondylopathies,XIII,M00-M99,0,0,0
7034,M46.20,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, multiple nhiều vị trí của cột sống and connective tissue spondyl",XIII,M00-M99,0,0,0
7035,M46.21,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, occipito- vùng trục - đội - chẩm and connective tissue spondylop",XIII,M00-M99,0,0,0
7036,M46.22,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, cervical vùng cổ and connective tissue spondylopathies region",XIII,M00-M99,0,0,0
7037,M46.23,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, vùng cổ - ngực and connective tissue spondylopathies cervicothor",XIII,M00-M99,0,0,0
7038,M46.24,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, thoracic vùng (lồng) ngực and connective tissue spondylopathies ",XIII,M00-M99,0,0,0
7039,M46.25,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, vùng ngực - thắt lưng and connective tissue spondylopathies thor",XIII,M00-M99,0,0,0
7040,M46.26,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, lumbar vùng thắt lưng and connective tissue spondylopathies regi",XIII,M00-M99,0,0,0
7041,M46.27,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, vùng thắt lưng - cùng and connective tissue spondylopathies lumb",XIII,M00-M99,0,0,0
7042,M46.28,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, sacral vùng cùng và/hoặc cùng - and connective tissue spondylopa",XIII,M00-M99,0,0,0
7043,M46.29,"Osteomyelitis of Viêm xương tủy đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác vertebra, site vị trí không xác định and connective tissue spondylopathies",XIII,M00-M99,0,0,0
7044,M46.3,"Infection of Use additional code Nhiễm trùng đĩa đệm cột Nếu muốn có thể M46.3 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc (B95-B98), if des",XIII,M00-M99,0,0,0
7045,M46.30,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), nhiều vị trí and connective tissue spondylo",XIII,M00-M99,0,0,0
7046,M46.31,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng trục - and connective tissue spondylop",XIII,M00-M99,0,0,0
7047,M46.32,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng cổ and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7048,M46.33,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng cổ - and connective tissue spondylopat",XIII,M00-M99,0,0,0
7049,M46.34,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng (lồng) and connective tissue spondylop",XIII,M00-M99,0,0,0
7050,M46.35,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng ngực - and connective tissue spondylop",XIII,M00-M99,0,0,0
7051,M46.36,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng thắt and connective tissue spondylopat",XIII,M00-M99,0,0,0
7052,M46.37,"Infection of nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng thắt and connective tissue spondylopat",XIII,M00-M99,0,0,0
7053,M46.38,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vùng cùng and connective tissue spondylopat",XIII,M00-M99,0,0,0
7054,M46.39,"Infection of Nhiễm trùng đĩa đệm cột musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác intervertebral disc sống (sinh mủ), vị trí and connective tissue spondylopathie",XIII,M00-M99,0,0,0
7055,M46.4,"Discitis, unspecified Viêm đĩa đệm, không xác M46.4 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác định and connective tissue spondylopathies",XIII,M00-M99,0,0,0
7056,M46.40,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, nhiều vị trí của cột and connective tissue spondylopathies mult",XIII,M00-M99,0,0,0
7057,M46.41,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng trục - đội - chẩm and connective tissue spondylopathies oc",XIII,M00-M99,0,0,0
7058,M46.42,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng cổ and connective tissue spondylopathies cervical region",XIII,M00-M99,0,0,0
7059,M46.43,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng cổ - ngực and connective tissue spondylopathies cervicotho",XIII,M00-M99,0,0,0
7060,M46.44,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng (lồng) ngực and connective tissue spondylopathies thoracic",XIII,M00-M99,0,0,0
7061,M46.45,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng ngực - thắt lưng and connective tissue spondylopathies tho",XIII,M00-M99,0,0,0
7062,M46.46,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, lumbar định, vùng thắt lưng and connective tissue spondylopathies reg",XIII,M00-M99,0,0,0
7063,M46.47,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, định, vùng thắt lưng - cùng and connective tissue spondylopathies lum",XIII,M00-M99,0,0,0
7064,M46.48,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, sacral định, vùng cùng và/hoặc and connective tissue spondylopathies ",XIII,M00-M99,0,0,0
7065,M46.49,"Discitis, Viêm đĩa đệm, không xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác unspecified, site định, vị trí không xác định and connective tissue spondylopathie",XIII,M00-M99,0,0,0
7066,M46.5,Other infective Bệnh lý đốt sống khác do M46.5 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies nhiễm trùng and connective tissue spondylopathies,XIII,M00-M99,0,0,0
7067,M46.50,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, nhiều vị trí and connective tissue spondylopa",XIII,M00-M99,0,0,0
7068,M46.51,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng trục - and connective tissue spondylopat",XIII,M00-M99,0,0,0
7069,M46.52,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng cổ and connective tissue spondylopathies",XIII,M00-M99,0,0,0
7070,M46.53,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng cổ - and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7071,M46.54,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng (lồng) and connective tissue spondylopat",XIII,M00-M99,0,0,0
7072,M46.55,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng ngực - and connective tissue spondylopat",XIII,M00-M99,0,0,0
7073,M46.56,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng thắt and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7074,M46.57,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng thắt and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7075,M46.58,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vùng cùng and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7076,M46.59,"Other infective Bệnh lý đốt sống khác do musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathies, nhiễm trùng, vị trí không and connective tissue spondylopa",XIII,M00-M99,0,0,0
7077,M46.8,Other specified Bệnh lý viêm đốt sống xác M46.8 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác and connective tissue spondylopathies spondyl,XIII,M00-M99,0,0,0
7078,M46.80,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, nhiều vị trí của and connective tissue spondylopat",XIII,M00-M99,0,0,0
7079,M46.81,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng trục - đội - and connective tissue spondylopa",XIII,M00-M99,0,0,0
7080,M46.82,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng cổ and connective tissue spondylopathies spon",XIII,M00-M99,0,0,0
7081,M46.83,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng cổ - ngực and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7082,M46.84,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng (lồng) ngực and connective tissue spondylopat",XIII,M00-M99,0,0,0
7083,M46.85,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng ngực - and connective tissue spondylopathies ",XIII,M00-M99,0,0,0
7084,M46.86,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng thắt lưng and connective tissue spondylopathi",XIII,M00-M99,0,0,0
7085,M46.87,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng thắt lưng - and connective tissue spondylopat",XIII,M00-M99,0,0,0
7086,M46.88,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vùng cùng and connective tissue spondylopathies sp",XIII,M00-M99,0,0,0
7087,M46.89,"Other specified Bệnh lý viêm đốt sống xác musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác inflammatory định khác, vị trí không xác and connective tissue spondylopat",XIII,M00-M99,0,0,0
7088,M46.9,"Inflammatory Bệnh lý viêm đốt sống, M46.9 musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathy, không xác định and connective tissue spondylopathies unspec",XIII,M00-M99,0,0,0
7089,M46.90,"Inflammatory Bệnh lý viêm đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathy, không xác định, nhiều vị and connective tissue spondylopathies un",XIII,M00-M99,0,0,0
7090,M46.91,"Inflammatory Bệnh lý viêm đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathy, không xác định, vùng trục - and connective tissue spondylopathies",XIII,M00-M99,0,0,0
7091,M46.92,"Inflammatory Bệnh lý viêm đốt sống, musculoskeletal system khớp và mô liên kết hies đốt sống inflammatory đốt sống khác spondylopathy, không xác định, vùng cổ and connective tissue spondylopathies uns",XIII,M00-M99,0,0,0
